,Chapter,Verse,Sanskrit,Transliteration
510,15,10,"
यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम्  यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतस:      
","
yatanto yoginaśh chainaṁ paśhyanty ātmany avasthitamyatanto ‘py akṛitātmāno nainaṁ paśhyanty achetasaḥ
"
511,15,11,"
यदादित्यगतं तेजो जगद्भासयतेऽखिलम्  यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम्      
","
yad āditya gataṁ tejo jagad bhāsayate ’khilamyach chandramasi yach chāgnau tat tejo viddhi māmakam
"
512,15,12,"
गामाविश्य च भूतानि धारयाम्यहमोजसा  पुष्णामि चौषधी: सर्वा: सोमो भूत्वा रसात्मक:      
","
gām āviśhya cha bhūtāni dhārayāmy aham ojasāpuṣhṇāmi chauṣhadhīḥ sarvāḥ somo bhūtvā rasātmakaḥ
"
513,15,13,"
अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रित:  प्राणापानसमायुक्त: पचाम्यन्नं चतुर्विधम्      
","
ahaṁ vaiśhvānaro bhūtvā prāṇināṁ deham āśhritaḥprāṇāpāna samāyuktaḥ pachāmy annaṁ chatur vidham
"
514,15,14,"
सर्वस्य चाहं हृदि सन्निविष्टोमत्त: स्मृतिर्ज्ञानमपोहनं च  वेदैश्च सर्वैरहमेव वेद्योवेदान्तकृद्वेदविदेव चाहम्      
","
sarvasya chāhaṁ hṛidi sanniviṣhṭomattaḥ smṛitir jñānam apohanaṁ chavedaiśh cha sarvair aham eva vedyovedānta kṛid veda vid eva chāham
"
515,15,15,"
द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च  क्षर: सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते      
","
dvāv imau puruṣhau loke kṣharaśh chākṣhara eva chakṣharaḥ sarvāṇi bhūtāni kūṭa stho ’kṣhara uchyate
"
516,15,16,"
उत्तम: पुरुषस्त्वन्य: परमात्मेत्युदाहृत:  यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वर:      
","
uttamaḥ puruṣhas tv anyaḥ paramātmety udāhṛitaḥyo loka trayam āviśhya bibharty avyaya īśhvaraḥ
"
517,15,17,"
यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तम:  अतोऽस्मि लोके वेदे च प्रथित: पुरुषोत्तम:      
","
yasmāt kṣharam atīto ’ham akṣharād api chottamaḥato ’smi loke vede cha prathitaḥ puruṣhottamaḥ
"
518,15,18,"
यो मामेवमसम्मूढो जानाति पुरुषोत्तमम्  स सर्वविद्भजति मां सर्वभावेन भारत      
","
yo mām evam asammūḍho jānāti puruṣhottamamsa sarva vid bhajati māṁ sarva bhāvena bhārata
"
519,15,19,"
इति गुह्यतमं शास्त्रमिदमुक्तं मयानघ  एतद्बुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत      
","
iti guhyatamaṁ śhāstram idam uktaṁ mayānaghaetad buddhvā buddhimān syāt kṛita kṛityaśh cha bhārata
"
520,16,1,"
श्रीभगवानुवाच  अभयं सत्त्वसंशुद्धिर्ज्ञानयोगव्यवस्थिति:  दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम्      अहिंसा सत्यमक्रोधस्त्याग: शान्तिरपैशुनम्  दया भूतेष्वलोलुप्त्वं मार्दवं ह्रीरचापलम्      तेज: क्षमा धृति: शौचमद्रोहोनातिमानिता  भवन्ति सम्पदं दैवीमभिजातस्य भारत      
","
śhrī bhagavān uvāchaabhayaṁ sattva sanśhuddhir jñāna yoga vyavasthitiḥdānaṁ damaśh cha yajñaśh cha svādhyāyas tapa ārjavamahinsā satyam akrodhas tyāgaḥ śhāntir apaiśhunamdayā bhūteṣhv aloluptvaṁ mārdavaṁ hrīr achāpalamtejaḥ kṣhamā dhṛitiḥ śhaucham adroho nāti mānitābhavanti sampadaṁ daivīm abhijātasya bhārata
"
521,16,2,"
दम्भो दर्पोऽभिमानश्च क्रोध: पारुष्यमेव च  अज्ञानं चाभिजातस्य पार्थ सम्पदमासुरीम्      
","
dambho darpo ’bhimānaśh cha krodhaḥ pāruṣhyam eva chaajñānaṁ chābhijātasya pārtha sampadam āsurīm
"
522,16,3,"
दैवी सम्पद्विमोक्षाय निबन्धायासुरी मता  मा शुच: सम्पदं दैवीमभिजातोऽसि पाण्डव      
","
daivī sampad vimokṣhāya nibandhāyāsurī matāmā śhuchaḥ sampadaṁ daivīm abhijāto ’si pāṇḍava
"
523,16,4,"
द्वौ भूतसर्गौ लोकेऽस्मिन्दैव आसुर एव च  दैवो विस्तरश: प्रोक्त आसुरं पार्थ मे शृणु      
","
dvau bhūta sargau loke ’smin daiva āsura eva chadaivo vistaraśhaḥ prokta āsuraṁ pārtha me śhṛiṇu
"
524,16,5,"
प्रवृत्तिं च निवृत्तिं च जना न विदुरासुरा:  न शौचं नापि चाचारो न सत्यं तेषु विद्यते      
","
pravṛittiṁ cha nivṛittiṁ cha janā na vidur āsurāḥna śhauchaṁ nāpi chāchāro na satyaṁ teṣhu vidyate
"
525,16,6,"
असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम्  अपरस्परसम्भूतं किमन्यत्कामहैतुकम्      
","
asatyam apratiṣhṭhaṁ te jagad āhur anīśhvaramaparaspara sambhūtaṁ kim anyat kāma haitukam
"
526,16,7,"
एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धय:  प्रभवन्त्युग्रकर्माण: क्षयाय जगतोऽहिता:      
","
etāṁ dṛiṣhṭim avaṣhṭabhya naṣhṭātmāno ’lpa buddhayaḥprabhavanty ugra karmāṇaḥ kṣhayāya jagato ’hitāḥ
"
527,16,8,"
काममाश्रित्य दुष्पूरं दम्भमानमदान्विता:  मोहाद्गृहीत्वासद्ग्राहान्प्रवर्तन्तेऽशुचिव्रता:      
","
kāmam āśhritya duṣhpūraṁ dambha māna madānvitāḥmohād gṛihītvāsad grāhān pravartante ’śhuchi vratāḥ
"
528,16,9,"
चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिता:  कामोपभोगपरमा एतावदिति निश्चिता:      
","
chintām aparimeyāṁ cha pralayāntām upāśhritāḥkāmopabhoga paramā etāvad iti niśhchitāḥ
"
529,16,10,"
आशापाशशतैर्बद्धा: कामक्रोधपरायणा:  ईहन्ते कामभोगार्थमन्यायेनार्थसञ्जयान्      
","
āśhā pāśha śhatair baddhāḥ kāma krodha parāyaṇāḥīhante kāma bhogārtham anyāyenārtha sañchayān
"
530,16,11,"
इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम्  इदमस्तीदमपि मे भविष्यति पुनर्धनम्      असौ मया हत: शत्रुर्हनिष्ये चापरानपि  ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी      आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया  यक्ष्ये दास्यामि मोदिष्य इत्यज्ञानविमोहिता:      
","
idam adya mayā labdham imaṁ prāpsye manorathamidam astīdam api me bhaviṣhyati punar dhanamasau mayā hataḥ śhatrur haniṣhye chāparān apiīśhvaro ’ham ahaṁ bhogī siddho ’haṁ balavān sukhīāḍhyo ’bhijanavān asmi ko ’nyo ’sti sadṛiśho mayāyakṣhye dāsyāmi modiṣhya ity ajñāna vimohitāḥ
"
531,16,12,"
अनेकचित्तविभ्रान्ता मोहजालसमावृता:  प्रसक्ता: कामभोगेषु पतन्ति नरकेऽशुचौ      
","
aneka chitta vibhrāntā moha jāla samāvṛitāḥprasaktāḥ kāma bhogeṣhu patanti narake ’śhuchau
"
532,16,13,"
आत्मसम्भाविता: स्तब्धा धनमानमदान्विता:  यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम्      
","
ātma sambhāvitāḥ stabdhā dhana māna madānvitāḥyajante nāma yajñais te dambhenāvidhi pūrvakam
"
533,16,14,"
अहङ्कारं बलं दर्पं कामं क्रोधं च संश्रिता:  मामात्मपरदेहेषु प्रद्विषन्तोऽभ्यसूयका:      
","
ahankāraṁ balaṁ darpaṁ kāmaṁ krodhaṁ cha sanśhritāḥmām ātma para deheṣhu pradviṣhanto ’bhyasūyakāḥ
"
534,16,15,"
तानहं द्विषत: क्रूरान्संसारेषु नराधमान्  क्षिपाम्यजस्रमशुभानासुरीष्वेव योनिषु      आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि  मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम्      
","
tān ahaṁ dviṣhataḥ krūrān sansāreṣhu narādhamānkṣhipāmy ajasram aśhubhān āsurīṣhv eva yoniṣhuāsurīṁ yonim āpannā mūḍhā janmani janmanimām aprāpyaiva kaunteya tato yānty adhamāṁ gatim
"
535,16,16,"
त्रिविधं नरकस्येदं द्वारं नाशनमात्मन:  काम: क्रोधस्तथा लोभस्तस्मादेतत्त्रयं त्यजेत्      
","
tri vidhaṁ narakasyedaṁ dvāraṁ nāśhanam ātmanaḥkāmaḥ krodhas tathā lobhas tasmād etat trayaṁ tyajet
"
536,16,17,"
एतैर्विमुक्त: कौन्तेय तमोद्वारैस्त्रिभिर्नर:  आचरत्यात्मन: श्रेयस्ततो याति परां गतिम्      
","
etair vimuktaḥ kaunteya tamo dvārais tribhir naraḥācharaty ātmanaḥ śhreyas tato yāti parāṁ gatim
"
537,16,18,"
य: शास्त्रविधिमुत्सृज्य वर्तते कामकारत:  न स सिद्धिमवाप्नोति न सुखं न परां गतिम्      
","
yaḥ śhāstra vidhim utsṛijya vartate kāma kārataḥna sa siddhim avāpnoti na sukhaṁ na parāṁ gatim
"
538,16,19,"
तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ  ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि      
","
tasmāch chhāstraṁ pramāṇaṁ te kāryākārya vyavasthitaujñātvā śhāstra vidhānoktaṁ karma kartum ihārhasi
"
539,17,1,"
अर्जुन उवाच  ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विता:  तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तम:      
","
arjuna uvāchaye śhāstra vidhim utsṛijya yajante śhraddhayānvitāḥteṣhāṁ niṣhṭhā tu kā kṛiṣhṇa sattvam āho rajas tamaḥ
"
540,17,2,"
श्रीभगवानुवाच  त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा  सात्त्विकी राजसी चैव तामसी चेति तां शृणु      
","
śhrī bhagavān uvāchatri vidhā bhavati śhraddhā dehināṁ sā svabhāva jāsāttvikī rājasī chaiva tāmasī cheti tāṁ śhṛiṇu
"
541,17,3,"
सत्त्वानुरूपा सर्वस्य श्रद्धा भवति भारत  श्रद्धामयोऽयं पुरुषो यो यच्छ्रद्ध: स एव स:      
","
sattvānurūpā sarvasya śhraddhā bhavati bhārataśhraddhā mayo ‘yaṁ puruṣho yo yach chhraddhaḥ sa eva saḥ
"
542,17,4,"
यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसा:  प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जना:      
","
yajante sāttvikā devān yakṣha rakṣhānsi rājasāḥpretān bhūta gaṇānśh chānye yajante tāmasā janāḥ
"
543,17,5,"
अशास्त्रविहितं घोरं तप्यन्ते ये तपो जना:  दम्भाहङ्कारसंयुक्ता: कामरागबलान्विता:      कर्षयन्त: शरीरस्थं भूतग्राममचेतस:  मां चैवान्त:शरीरस्थं तान्विद्ध्यासुरनिश्चयान्      
","
aśhāstra vihitaṁ ghoraṁ tapyante ye tapo janāḥdambhāhankāra sanyuktāḥ kāma rāga balānvitāḥkarṣhayantaḥ śharīra sthaṁ bhūta grāmam achetasaḥmāṁ chaivāntaḥ śharīra sthaṁ tān viddhy āsura niśhchayān
"
544,17,6,"
आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रिय:  यज्ञस्तपस्तथा दानं तेषां भेदमिमं शृणु      
","
āhāras tv api sarvasya tri vidho bhavati priyaḥyajñas tapas tathā dānaṁ teṣhāṁ bhedam imaṁ śhṛiṇu
"
545,17,7,"
आयु:सत्त्वबलारोग्यसुखप्रीतिविवर्धना:  रस्या: स्निग्धा: स्थिरा हृद्या आहारा: सात्त्विकप्रिया:      
","
āyuḥ sattva balārogya sukha prīti vivardhanāḥrasyāḥ snigdhāḥ sthirā hṛidyā āhārāḥ sāttvika priyāḥ
"
546,17,8,"
कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिन:  आहारा राजसस्येष्टा दु:खशोकामयप्रदा:      
","
kaṭv amla lavaṇāty uṣhṇa  tīkṣhṇa rūkṣha vidāhinaḥāhārā rājasasyeṣhṭā duḥkha śhokāmaya pradāḥ
"
547,17,9,"
यातयामं गतरसं पूति पर्युषितं च यत्  उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम्      
","
yāta yāmaṁ gata rasaṁ pūti paryuṣhitaṁ cha yatuchchhiṣhṭam api chāmedhyaṁ bhojanaṁ tāmasa priyam
"
548,17,10,"
अफलाकाङ्क्षिभिर्यज्ञो विधिदृष्टो य इज्यते  यष्टव्यमेवेति मन: समाधाय स सात्त्विक:      
","
aphalākāṅkṣhibhir yajño vidhi driṣhṭo ya ijyateyaṣhṭavyam eveti manaḥ samādhāya sa sāttvikaḥ
"
549,17,11,"
अभिसन्धाय तु फलं दम्भार्थमपि चैव यत्  इज्यते भरतश्रेष्ठ तं यज्ञं विद्धि राजसम्      
","
abhisandhāya tu phalaṁ dambhārtham api chaiva yatijyate bharata śhreṣhṭha taṁ yajñaṁ viddhi rājasam
"
550,17,12,"
विधिहीनमसृष्टान्नं मन्त्रहीनमदक्षिणम्  श्रद्धाविरहितं यज्ञं तामसं परिचक्षते      
","
vidhi hīnam asṛiṣhṭānnaṁ mantra hīnam adakṣhiṇamśhraddhā virahitaṁ yajñaṁ tāmasaṁ parichakṣhate
"
551,17,13,"
देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम्  ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते      
","
deva dwija guru prājña  pūjanaṁ śhaucham ārjavambrahmacharyam ahinsā cha śhārīraṁ tapa uchyate
"
552,17,14,"
अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत्  स्वाध्यायाभ्यसनं चैव वाङ्मयं तप उच्यते      
","
anudvega karaṁ vākyaṁ satyaṁ priya hitaṁ cha yatsvādhyāyābhyasanaṁ chaiva vāṅ mayaṁ tapa uchyate
"
553,17,15,"
मन: प्रसाद: सौम्यत्वं मौनमात्मविनिग्रह:  भावसंशुद्धिरित्येतत्तपो मानसमुच्यते      
","
manaḥ prasādaḥ saumyatvaṁ maunam ātma vinigrahaḥbhāva sanśhuddhir ity etat tapo mānasam uchyate
"
554,17,16,"
श्रद्धया परया तप्तं तपस्तत्त्रिविधं नरै:  अफलाकाङ्क्षिभिर्युक्तै: सात्त्विकं परिचक्षते      
","
śhraddhayā parayā taptaṁ tapas tat tri vidhaṁ naraiḥaphalākāṅkṣhibhir yuktaiḥ sāttvikaṁ parichakṣhate
"
555,17,17,"
सत्कारमानपूजार्थं तपो दम्भेन चैव यत्  क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम्      
","
satkāra māna pūjārthaṁ tapo dambhena chaiva yatkriyate tad iha proktaṁ rājasaṁ chalam adhruvam
"
556,17,18,"
मूढग्राहेणात्मनो यत्पीडया क्रियते तप:  परस्योत्सादनार्थं वा तत्तामसमुदाहृतम्      
","
mūḍha grāheṇātmano yat pīḍayā kriyate tapaḥparasyotsādanārthaṁ vā tat tāmasam udāhṛitam
"
557,17,19,"
दातव्यमिति यद्दानं दीयतेऽनुपकारिणे  देशे काले च पात्रे च तद्दानं सात्त्विकं स्मृतम्      
","
dātavyam iti yad dānaṁ dīyate ‘nupakāriṇedeśhe kāle cha pātre cha tad dānaṁ sāttvikaṁ smṛitam
"
558,17,20,"
यत्तु प्रत्युपकारार्थं फलमुद्दिश्य वा पुन:  दीयते च परिक्लिष्टं तद्दानं राजसं स्मृतम्      
","
yat tu pratyupakārārthaṁ phalam uddiśhya vā punaḥdīyate cha parikliṣhṭaṁ tad dānaṁ rājasaṁ smṛitam
"
559,17,21,"
अदेशकाले यद्दानमपात्रेभ्यश्च दीयते  असत्कृतमवज्ञातं तत्तामसमुदाहृतम्      
","
adeśha kāle yad dānam apātrebhyaśh cha dīyateasat kṛitam avajñātaṁ tat tāmasam udāhṛitam
"
560,17,22,"
ॐ तत्सदिति निर्देशो ब्रह्मणस्त्रिविध: स्मृत:  ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिता: पुरा      
","
oṁ tat sad iti nirdeśho brahmaṇas tri vidhaḥ smṛitaḥbrāhmaṇās tena vedāśh cha yajñāśh cha vihitāḥ purā
"
561,17,23,"
तस्माद् ॐ इत्युदाहृत्य यज्ञदानतप:क्रिया:  प्रवर्तन्ते विधानोक्ता: सततं ब्रह्मवादिनाम्      
","
tasmād oṁ ity udāhṛitya yajña dāna tapaḥ kriyāḥpravartante vidhānoktāḥ satataṁ brahma vādinām
"
562,17,24,"
तदित्यनभिसन्धाय फलं यज्ञतप:क्रिया:  दानक्रियाश्च विविधा: क्रियन्ते मोक्षकाङ्क्षिभि:      
","
tad ity anabhisandhāya phalaṁ yajña tapaḥ kriyāḥdāna kriyāśh cha vividhāḥ kriyante mokṣha kāṅkṣhibhiḥ
"
563,17,25,"
सद्भावे साधुभावे च सदित्येतत्प्रयुज्यते  प्रशस्ते कर्मणि तथा सच्छब्द: पार्थ युज्यते      यज्ञे तपसि दाने च स्थिति: सदिति चोच्यते  कर्म चैव तदर्थीयं सदित्येवाभिधीयते      
","
sad bhāve sādhu bhāve cha sad ity etat prayujyatepraśhaste karmaṇi tathā sach chhabdaḥ pārtha yujyateyajñe tapasi dāne cha sthitiḥ sad iti chochyatekarma chaiva tad arthīyaṁ sad ity evābhidhīyate
"
564,17,26,"
अश्रद्धया हुतं दत्तं तपस्तप्तं कृतं च यत्  असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह      
","
aśhraddhayā hutaṁ dattaṁ tapas taptaṁ kṛitaṁ cha yatasad ity uchyate pārtha na cha tat pretya no iha
"
565,18,1,"
अर्जुन उवाच  सन्न्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम्  त्यागस्य च हृषीकेश पृथक्केशिनिषूदन      
","
arjuna uvāchasannyāsasya mahā bāho tattvam ichchhāmi veditumtyāgasya cha hṛiṣhīkeśha pṛithak keśhi niṣhūdana
"
566,18,2,"
श्रीभगवानुवाच  काम्यानां कर्मणां न्यासं सन्न्यासं कवयो विदु:  सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणा:      
","
śhrī bhagavān uvāchakāmyānāṁ karmaṇāṁ nyāsaṁ sannyāsaṁ kavayo viduḥsarva karma phala tyāgaṁ prāhus tyāgaṁ vichakṣhaṇāḥ
"
567,18,3,"
त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिण:  यज्ञदानतप:कर्म न त्याज्यमिति चापरे      
","
tyājyaṁ doṣha vad ity eke karma prāhur manīṣhiṇaḥyajña dāna tapaḥ karma na tyājyam iti chāpare
"
568,18,4,"
निश्चयं शृणु मे तत्र त्यागे भरतसत्तम  त्यागो हि पुरुषव्याघ्र त्रिविध: सम्प्रकीर्तित:      
","
niśhchayaṁ śhṛiṇu me tatra tyāge bharata sattamatyāgo hi puruṣha vyāghra tri vidhaḥ samprakīrtitaḥ
"
569,18,5,"
यज्ञदानतप:कर्म न त्याज्यं कार्यमेव तत्  यज्ञो दानं तपश्चैव पावनानि मनीषिणाम्      
","
yajña dāna tapaḥ karma na tyājyaṁ kāryam eva tatyajño dānaṁ tapaśh chaiva pāvanāni manīṣhiṇām
"
570,18,6,"
एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च  कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम्      
","
etāny api tu karmāṇi saṅgaṁ tyaktvā phalāni chakartavyānīti me pārtha niśhchitaṁ matam uttamam
"
571,18,7,"
नियतस्य तु सन्न्यास: कर्मणो नोपपद्यते  मोहात्तस्य परित्यागस्तामस: परिकीर्तित:      
","
niyatasya tu sannyāsaḥ karmaṇo nopapadyatemohāt tasya parityāgas tāmasaḥ parikīrtitaḥ
"
572,18,8,"
दु:खमित्येव यत्कर्म कायक्लेशभयात्यजेत्  स कृत्वा राजसं त्यागं नैव त्यागफलं लभेत्      
","
duḥkham ity eva yat karma kāya kleśha bhayāt tyajetsa kṛitvā rājasaṁ tyāgaṁ naiva tyāga phalaṁ labhet
"
573,18,9,"
कार्यमित्येव यत्कर्म नियतं क्रियतेऽर्जुन  सङ्गं त्यक्त्वा फलं चैव स त्याग: सात्त्विको मत:      
","
kāryam ity eva yat karma niyataṁ kriyate ‘rjunasaṅgaṁ tyaktvā phalaṁ chaiva sa tyāgaḥ sāttviko mataḥ
"
574,18,10,"
न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्जते  त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशय:      
","
na dveṣhṭy akuśhalaṁ karma kuśhale nānuṣhajjatetyāgī sattva samāviṣhṭo medhāvī chhinna sanśhayaḥ
"
575,18,11,"
न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषत:  यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते      
","
na hi deha bhṛitā śhakyaṁ tyaktuṁ karmāṇy aśheṣhataḥyas tu karma phala tyāgī sa tyāgīty abhidhīyate
"
576,18,12,"
अनिष्टमिष्टं मिश्रं च त्रिविधं कर्मण: फलम्  भवत्यत्यागिनां प्रेत्य न तु सन्न्यासिनां क्वचित्      
","
aniṣhṭam iṣhṭaṁ miśhraṁ cha tri vidhaṁ karmaṇaḥ phalambhavaty atyāgināṁ pretya na tu sannyāsināṁ kvachit
"
577,18,13,"
पञ्चैतानि महाबाहो कारणानि निबोध मे  साङ् ख्ये कृतान्ते प्रोक्तानि सिद्धये सर्वकर्मणाम्      
","
pañchaitāni mahā bāho kāraṇāni nibodha mesānkhye kṛitānte proktāni siddhaye sarva karmaṇām
"
578,18,14,"
अधिष्ठानं तथा कर्ता करणं च पृथग्विधम्  विविधाश्च पृथक्चेष्टा दैवं चैवात्र पञ्चमम्      
","
adhiṣhṭhānaṁ tathā kartā karaṇaṁ cha pṛithag vidhamvividhāśh cha pṛithak cheṣhṭā daivaṁ chaivātra pañchamam
"
579,18,15,"
शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नर:  न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतव:      तत्रैवं सति कर्तारमात्मानं केवलं तु य:  पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मति:      
","
śharīra vāṅ manobhir yat karma prārabhate naraḥnyāyyaṁ vā viparītaṁ vā pañchaite tasya hetavaḥtatraivaṁ sati kartāram ātmānaṁ kevalaṁ tu yaḥpaśhyaty akṛita buddhitvān na sa paśhyati durmatiḥ
"
580,18,16,"
यस्य नाहङ् कृतो भावो बुद्धिर्यस्य न लिप्यते  हत्वाऽपि स इमाँल्लोकान्न हन्ति न निबध्यते      
","
yasya nāhankṛito bhāvo buddhir yasya na lipyatehatvā ‘pi sa imāñl lokān na hanti na nibadhyate
"
581,18,17,"
ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना  करणं कर्म कर्तेति त्रिविध: कर्मसंग्रह:      
","
jñānaṁ jñeyaṁ parijñātā tri vidhā karma chodanākaraṇaṁ karma karteti tri vidhaḥ karma saṅgrahaḥ
"
582,18,18,"
ज्ञानं कर्म च कर्ता च त्रिधैव गुणभेदत:  प्रोच्यते गुणसङ् ख्याने यथावच्छृणु तान्यपि      
","
jñānaṁ karma cha kartā cha tridhaiva guṇa bhedataḥprochyate guṇa saṅkhyāne yathāvach chhṛiṇu tāny api
"
583,18,19,"
सर्वभूतेषु येनैकं भावमव्ययमीक्षते  अविभक्तं विभक्तेषु तज्ज्ञानं विद्धि सात्त्विकम्      
","
sarva bhūteṣhu yenaikaṁ bhāvam avyayam īkṣhateavibhaktaṁ vibhakteṣhu taj jñānaṁ viddhi sāttvikam
"
584,18,20,"
पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान्  वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम्      
","
pṛithaktvena tu yaj jñānaṁ nānā bhāvān pṛithag vidhānvetti sarveṣhu bhūteṣhu taj jñānaṁ viddhi rājasam
"
585,18,21,"
यत्तु कृत्स्नवदेकस्मिन्कार्ये सक्तमहैतुकम्  अतत्त्वार्थवदल्पं च तत्तामसमुदाहृतम्      
","
yat tu kṛitsna vad ekasmin kārye saktam ahaitukamatattvārtha vad alpaṁ cha tat tāmasam udāhṛitam
"
586,18,22,"
नियतं सङ्गरहितमरागद्वेषत: कृतम्  अफलप्रेप्सुना कर्म यतत्सात्त्विकमुच्यते      
","
niyataṁ saṅga rahitam arāga dveṣhataḥ kṛitamaphala prepsunā karma yat tat sāttvikam uchyate
"
587,18,23,"
यत्तुकामेप्सुना कर्म साहङ्कारेण वा पुन:  क्रियते बहुलायासं तद्राजसमुदाहृतम्      
","
yat tu kāmepsunā karma sāhankārena vā punaḥkriyate bahulāyāsaṁ tad rājasam udāhṛitam
"
588,18,24,"
अनुबन्धं क्षयं हिंसामनपेक्ष्य च पौरुषम्  मोहादारभ्यते कर्म यतत्तामसमुच्यते      
","
anubandhaṁ kṣhayaṁ hinsām anapekṣhya cha pauruṣhammohād ārabhyate karma yat tat tāmasam uchyate
"
589,18,25,"
मुक्तसङ्गोऽनहंवादी धृत्युत्साहसमन्वित:  सिद्ध्यसिद्ध्योर्निर्विकार: कर्ता सात्त्विक उच्यते      
","
mukta saṅgo ‘nahaṁ vādī dhṛity utsāha samanvitaḥsiddhy asiddhyor nirvikāraḥ kartā sāttvika uchyate
"
590,18,26,"
रागी कर्मफलप्रेप्सुर्लुब्धो हिंसात्मकोऽशुचि:  हर्षशोकान्वित: कर्ता राजस: परिकीर्तित:      
","
rāgī karma phala prepsur lubdho hinsātmako ‘śhuchiḥharṣha śhokānvitaḥ kartā rājasaḥ parikīrtitaḥ
"
591,18,27,"
अयुक्त: प्राकृत: स्तब्ध: शठो नैष्कृतिकोऽलस:  विषादी दीर्घसूत्री च कर्ता तामस उच्यते      
","
ayuktaḥ prākṛitaḥ stabdhaḥ śhaṭho naiṣhkṛitiko ‘lasaḥviṣhādī dīrgha sūtrī cha kartā tāmasa uchyate
"
592,18,28,"
बुद्धेर्भेदं धृतेश्चैव गुणतस्त्रिविधं शृणु  प्रोच्यमानमशेषेण पृथक्त्वेन धनञ्जय      
","
buddher bhedaṁ dhṛiteśh chaiva guṇatas tri vidhaṁ śhṛiṇuprochyamānam aśheṣheṇa pṛithaktvena dhanañjaya
"
593,18,29,"
प्रवृत्तिंच निवृत्तिं च कार्याकार्ये भयाभये  बन्धं मोक्षं च या वेत्तिबुद्धि: सा पार्थ सात्त्विकी      
","
pravṛittiṁ cha nivṛittiṁ cha kāryākārye bhayābhayebandhaṁ mokṣhaṁ cha yā vetti buddhiḥ sā pārtha sāttvikī
"
594,18,30,"
यया धर्ममधर्मं च कार्यं चाकार्यमेव च  अयथावत्प्रजानाति बुद्धि: सा पार्थ राजसी      
","
yayā dharmam adharmaṁ cha kāryaṁ chākāryam eva chaayathāvat prajānāti buddhiḥ sā pārtha rājasī
"
595,18,31,"
अधर्मं धर्ममिति या मन्यते तमसावृता  सर्वार्थान्विपरीतांश्च बुद्धि: सा पार्थ तामसी      
","
adharmaṁ dharmam iti yā manyate tamasāvṛitāsarvārthān viparītānśh cha buddhiḥ sā pārtha tāmasī
"
